"trans_date_trans_time","cc_num","merchant","category","amt","first","last","street","city","state","zip","lat","long","city_pop","job","dob","trans_num","unix_time","merch_lat","merch_long","is_fraud"
"2020-03-24 14:31:02",30234966027947,"fraud_Hermann and Sons","shopping_pos",4.43,"Matthew","Lambert","7188 Melissa Crest Apt. 151","New Holstein","WI",53061,43.9446,-88.0911,5196,"Child psychotherapist","1978-01-22","2081500c0216e54c87af3872dfeadd46",1364135462,44.15432,-87.598021,0
"2019-01-16 13:41:31",5127412150261034,"fraud_Crona and Sons","kids_pets",68.1,"David","Campbell","2989 Murray Inlet","Washington","DC",20017,38.9367,-76.994,601723,"""Psychotherapist, child""","1991-02-04","d033adfdf89d0a73168883a5dc4d2162",1326721291,38.276497,-77.251139,0
"2020-01-29 20:55:32",676326610042,"fraud_Altenwerth-Kilback","home",31.84,"Jacqueline","Caldwell","54220 April Union Suite 403","Riverview","MI",48193,42.1782,-83.2461,15623,"Writer","1993-11-02","707c23cb3608c6f4c8c5da381dd4bb34",1359492932,41.803028,-84.238563,0
"2019-10-23 13:25:07",3557442674264531,"fraud_Nader-Heller","misc_net",60.83,"Angela","Edwards","486 Wilkins Pines","Lithopolis","OH",43136,39.8013,-82.8125,460,"""Lecturer, higher education""","2004-06-19","7141ea4c7f7c676800badcd6e6e38d36",1350998707,40.443714,-82.173142,0
"2020-02-10 23:54:23",6011109736646996,"fraud_Nienow PLC","entertainment",136.34,"Rebecca","Erickson","594 Berry Lights Apt. 392","Wilmington","NC",28405,34.2651,-77.867,186140,"English as a second language teacher","1983-02-08","7bf222bf714ac4061fff96f3e0de31b4",1360540463,35.049636,-77.370824,0
"2019-05-16 08:11:41",3599237318576484,"""fraud_Harris, Gusikowski and Heaney""","grocery_net",49.05,"Jessica","Smith","06808 Ryan Valleys","Dubre","KY",42731,36.8421,-85.5396,341,"Insurance risk surveyor","1932-11-19","9035dc1a1a0c905059554af0ac11c1b5",1337155901,37.684689,-86.521098,0
"2019-08-19 20:24:51",3598634130286287,"fraud_Fadel Inc","health_fitness",16.55,"David","Hughes","707 Butler Parkways Apt. 747","Omaha","NE",68117,41.2064,-95.9953,518429,"""Surveyor, land/geomatics""","1995-10-10","570302887692a1d3a2966bcbfc72a250",1345407891,41.272648,-96.486378,0
"2019-11-06 14:13:38",5410056176712193,"fraud_Waelchi Inc","kids_pets",36.49,"Jeffrey","Krause","4742 Alexandria Mountain","New Franken","WI",54229,44.5592,-87.8235,4306,"Art therapist","1989-10-19","ca3e6a0773495c8c87b5a7ce961bdef8",1352211218,45.528912,-87.267861,0
"2020-02-14 14:11:49",4173950183554608,"""fraud_Mueller, Gerhold and Mueller""","health_fitness",69.08,"Stephen","Marshall","47144 Roberts Keys","Monmouth Beach","NJ",7750,40.333,-73.9809,3279,"Health promotion specialist","1978-10-05","8378f7464f604df4debf161f49d72d10",1360851109,41.272664,-74.746884,0
"2019-03-25 19:07:09",2720894374956739,"fraud_Reichel LLC","personal_care",247.17,"Audrey","Hickman","3325 Gregory Square","Mount Clemens","MI",48043,42.5978,-82.8823,16305,"""Psychologist, sport and exercise""","1927-05-25","3b3034d2faa9197ca84cc7295055eaf6",1332702429,42.967014,-83.869565,0
"2019-04-12 22:03:33",180011453250192,"""fraud_Eichmann, Hayes and Treutel""","travel",483.03,"Craig","Dunn","721 Jacqueline Brooks","New Boston","IL",61272,41.2153,-90.9879,1504,"Manufacturing engineer","1993-10-05","719c03594f1870c5f7d04371fbdcfafe",1334268213,41.131729,-90.6348,0
"2019-11-09 18:26:15",3568736585751727,"""fraud_Cormier, Stracke and Thiel""","entertainment",73.21,"Thomas","Cross","7566 Thompson Creek Apt. 827","Elkhart","IA",50073,41.8114,-93.4855,1195,"Trading standards officer","1974-03-13","2367b90fe6308f4f9917cd371cde3072",1352485575,42.209929,-94.423951,0
"2020-05-03 00:14:01",4826655832045236,"""fraud_Olson, Becker and Koch""","gas_transport",50.63,"Tami","Forbes","5204 Robinson Plaza Suite 897","Barnstable","MA",2630,41.6983,-70.3001,1850,"Counselling psychologist","1963-12-29","a0428f72d8fd778b465497660c7e2d17",1367540041,40.705026,-70.73453,0
"2019-03-10 03:46:26",4266200684857219,"fraud_Grimes LLC","entertainment",42.63,"Joshua","Bryant","5452 Patricia Inlet Apt. 280","Nelson","NE",68961,40.201,-98.0684,732,"Television/film/video producer","1956-12-13","175117b1b4b3dbbdfa733dcf7196e474",1331351186,40.609726,-99.002344,0
"2019-02-23 20:46:22",6011399591920186,"fraud_Larson-Moen","entertainment",6.38,"Maria","Roy","58665 Nicholas Ford Suite 348","Sheffield","MA",1257,42.1001,-73.3611,2121,"Radio producer","1973-10-14","b208290fb3f0f0ce0c1c5210bc9924c7",1330029982,42.279124,-72.96572,0
"2019-08-12 09:46:03",6528911529051375,"""fraud_Eichmann, Bogan and Rodriguez""","gas_transport",44.35,"Diane","Smith","195 Murray Overpass Apt. 384","Winter","WI",54896,45.8327,-91.0144,1478,"Neurosurgeon","1965-04-27","689134733cf15d3640d407acf45e3b0c",1344764763,45.192917,-90.472691,0
"2019-07-20 15:51:24",371009169330125,"""fraud_Okuneva, Schneider and Rau""","shopping_pos",5.15,"Randall","Burgess","393 Carroll Route Suite 197","Norman Park","GA",31771,31.2462,-83.6549,5666,"Rural practice surveyor","2003-09-14","cc29ab9d1e7f40989ed0f1820e49e5e8",1342799484,30.665954,-84.384154,0
"2019-10-01 02:02:39",373043435942726,"fraud_Kiehn-Emmerich","grocery_pos",108.66,"Vincent","Richards","2064 Tyler Fork","Beasley","TX",77417,29.479,-95.9681,2457,"Trading standards officer","1981-03-04","a180f3d203b010de7529afffed7d413b",1349056959,29.566931,-96.035425,0
"2020-04-05 10:36:18",30238755902988,"fraud_Kuphal-Predovic","misc_net",140.75,"Danielle","Yu","5395 Colon Burgs Suite 037","Thrall","TX",76578,30.592,-97.2893,1766,"Press sub","1976-01-02","3ed74406560f0551fb59ebe135e32723",1365158178,30.384092,-97.520593,0
"2019-07-25 22:42:24",4777065439639721,"fraud_Stark-Koss","home",81.93,"Peter","Caldwell","08966 Beltran Route Suite 905","Oaks","PA",19456,40.1334,-75.4536,737,"Oceanographer","1987-04-24","06e8e01acd95af61b8161b2552d6927f",1343256144,39.903412,-74.459625,0
"2020-02-10 20:44:42",60427851591,"fraud_Bahringer Group","health_fitness",75.08,"Bradley","Martinez","3426 David Divide Suite 717","Burns Flat","OK",73624,35.3492,-99.188,2142,"Politician's assistant","1976-06-30","9b7bde6ce77d936ca026699d70a472c1",1360529082,35.427504,-98.68422,0
"2020-06-08 14:10:11",4798937978667560000,"""fraud_Lesch, D'Amore and Brown""","food_dining",19.88,"Robert","Williams","09419 Lewis Rapids","Bay City","MI",48706,43.6088,-83.953,67858,"Water quality scientist","1995-03-13","f06f0339886df6156010d31e2a7f2293",1370700611,42.86274,-84.811987,0
"2019-03-10 21:58:13",3564839259330465,"fraud_Johnston-Casper","travel",9.48,"Robert","Ashley","1250 Christopher Prairie Suite 016","Port Costa","CA",94569,38.046,-122.1866,198,"Armed forces training and education officer","1959-03-31","cf557d398712b25dd23e0d14de5e28ce",1331416693,37.862624,-121.950788,0
"2019-04-27 13:31:35",6011388901471808,"""fraud_Mueller, Gerhold and Mueller""","health_fitness",95.58,"Jacqueline","Marsh","950 Sheryl Spurs","Dunlevy","PA",15432,40.1151,-79.8627,427,"Mining engineer","1951-02-05","2496186706b9cc66512bd8592dcd7505",1335533495,40.707566,-79.81753,0
"2020-06-08 20:32:01",4587657402165341700,"fraud_Reichel Inc","entertainment",91.03,"Amber","Lewis","6296 John Keys Suite 858","Pembroke Township","IL",60958,41.0646,-87.5917,2135,"""Psychotherapist, child""","2004-05-08","ab9ec92431be8fe86bdb7956f07c1891",1370723521,41.269837,-86.928836,0
"2020-01-09 18:37:28",6011552879910390,"fraud_Stark-Koss","home",85.68,"Robert","Long","529 Joshua Knoll Apt. 511","Lonetree","WY",82936,41.0552,-110.1603,49,"Research scientist (physical sciences)","1981-07-05","ef426e3a55f759c862c1969066cff2c5",1357756648,42.003532,-111.086596,0
"2019-05-22 14:53:05",3533800906065217,"fraud_Schuppe LLC","entertainment",101.3,"Amber","Thornton","840 Werner Lock Apt. 852","Campbell","NE",68932,40.2967,-98.737,493,"""Surveyor, minerals""","1940-09-13","7d27d2ada0717b4628d4baf1d1f59b6f",1337698385,39.633501,-98.164868,0
"2019-08-26 08:51:27",376445266762684,"""fraud_Goldner, Kovacek and Abbott""","grocery_pos",129.43,"Rachel","Lowe","372 Jeffrey Course","Sutherland","NE",69165,41.1558,-101.136,1789,"Insurance broker","1982-02-11","1ef30b83ba4d5e01c7efc81f101b4d81",1345971087,40.819061,-101.009345,0
"2019-01-16 22:29:52",3511378610369890,"fraud_Douglas-White","entertainment",8.54,"James","Cooper","663 Ramirez Trace Apt. 951","Huntsville","AL",35811,34.7789,-86.5438,190178,"Television production assistant","1973-04-01","b5fc3c0af056e812e43608ce836ca282",1326752992,33.919392,-85.97807,0
"2019-05-10 21:46:54",370877495212014,"fraud_Jakubowski Inc","home",4.35,"Sarah","Clark","25961 Beverly Union Apt. 042","North Wilkesboro","NC",28659,36.2017,-81.1286,21134,"Dispensing optician","1984-03-06","1fe170ef6c840d9f86fca000e071a1f7",1336686414,35.861201,-81.433993,0
"2020-06-21 06:55:22",4561892980175,"""fraud_Nicolas, Hills and McGlynn""","entertainment",6.08,"Jacqueline","Allen","166 Lisa Fords","Greenwood","IN",46143,39.596,-86.1309,78968,"Financial adviser","1968-02-10","a599984c98a277223f50c1a69fd72b8d",1371797722,40.509522,-85.416597,0
"2019-10-08 05:54:34",38947654498698,"fraud_Cummings Group","grocery_net",77.44,"Lori","Rodriguez","12087 Michael Light","Creola","OH",45622,39.3543,-82.503,321,"""Copywriter, advertising""","1979-06-24","d482e5d192e5378d840fde352616d9b0",1349675674,39.24332,-82.546781,0
"2019-08-04 17:07:37",4464457352619,"fraud_Stark-Koss","home",27,"Breanna","Rodriguez","118 Cabrera Springs Apt. 105","Lanark Village","FL",32323,29.8826,-84.5964,217,"Television production assistant","1990-01-24","9fb58035c5694dcfa78dff6bf8725413",1344100057,28.941723,-84.1708,0
"2019-11-21 00:39:12",2260801330657968,"fraud_Volkman PLC","food_dining",45.26,"Monique","Fox","755 Gardner Heights Apt. 420","Paxton","MA",1612,42.3066,-71.9202,4845,"Accounting technician","1926-09-14","d85a28f876569505ec44524c09972350",1353458352,41.472663,-72.056211,0
"2019-03-03 05:53:33",3527536963490470,"""fraud_Lockman, West and Runte""","grocery_pos",115.19,"Teresa","Stein","2838 White Fields Apt. 473","Brunson","SC",29911,32.9413,-81.1807,1725,"Social researcher","1974-12-05","6e64f4da1cbcc171581df95f624cbd7a",1330754013,33.264742,-81.483512,0
"2019-11-07 22:27:41",342952484382519,"fraud_Kuhn LLC","misc_net",2.53,"Kayla","Jones","6033 Young Track Suite 804","East Canaan","CT",6024,42.0158,-73.2913,647,"Comptroller","1987-09-26","c10ece2b81e9aea3004a18ae3b9bc984",1352327261,41.627564,-73.84321,0
"2020-03-17 04:23:50",3527536963490470,"""fraud_Rowe, Batz and Goodwin""","grocery_pos",71.06,"Teresa","Stein","2838 White Fields Apt. 473","Brunson","SC",29911,32.9413,-81.1807,1725,"Social researcher","1974-12-05","afd870532838c00b7c0f8592b12bb6b3",1363494230,33.187157,-81.385763,0
"2019-04-21 07:19:47",676292294938,"""fraud_Goyette, Howell and Collier""","shopping_pos",16.96,"Lisa","Fitzpatrick","58761 Brewer Rapids","Skytop","PA",18357,41.2336,-75.2389,104,"Financial trader","1927-08-25","8285c74884388a4f3adbae1960a5c60c",1334992787,41.549168,-74.607071,0
"2020-04-27 22:42:23",4661996144291812000,"""fraud_Torp, Muller and Borer""","health_fitness",66.69,"Linda","Park","24607 Charles Mountains","Fenelton","PA",16034,40.8555,-79.7372,2054,"Operations geologist","1963-08-04","1799f4323f3370da668c2a810060ede9",1367102543,40.592854,-79.547103,0
"2019-06-18 05:16:43",2475085306462014,"""fraud_Mosciski, Gislason and Mertz""","grocery_pos",98.51,"John","Miller","153 Mccullough Springs Apt. 857","Lamberton","MN",56152,44.2378,-95.2739,1507,"Land/geomatics surveyor","1993-10-12","946c48795c620c190c336134fb275a0b",1339996603,44.599749,-94.589786,0
"2020-03-21 00:32:13",3596357274378601,"""fraud_Mosciski, Gislason and Mertz""","grocery_pos",66.87,"David","Everett","4138 David Fall","Morrisdale","PA",16858,41.0001,-78.2357,3688,"Advice worker","1973-05-27","e0f558baf7ffc5ebec735d92c44378a0",1363825933,40.54318,-78.940279,0
"2019-01-29 05:07:53",676281772837,"fraud_Heller-Langosh","gas_transport",59.17,"Alicia","Bishop","222 Freeman Islands","Whigham","GA",39897,30.8836,-84.3246,3430,"""Editor, commissioning""","1950-03-25","6b29b564353c6c3fb65712fd8e0ecc58",1327813673,31.3374,-85.156898,0
"2019-04-21 14:31:37",3598215285024754,"fraud_Ernser-Lynch","food_dining",21.16,"Ashley","Lopez","9333 Valentine Point","Bellmore","NY",11710,40.6729,-73.5365,34496,"""Librarian, public""","1970-10-21","3a79f5a149995f0e5865a27aeb857f3a",1335018697,40.2675,-73.622872,0
"2020-02-17 23:52:08",343668971234893,"fraud_Shields-Wunsch","health_fitness",24.32,"Sally","Moore","835 Reese Views Suite 884","Hopkins","SC",29061,33.9349,-80.8449,13717,"Chiropodist","1949-11-16","89f01e7b592b67530872ebbc48133aac",1361145128,34.822288,-81.197006,0
"2019-08-30 18:58:11",30175986190993,"fraud_Berge-Hills","kids_pets",40.7,"Rebecca","Butler","0665 Lisa Alley","Winger","MN",56592,47.5375,-95.9941,516,"Applications developer","1966-06-07","26f02716a5bf9ee9936681243e8ff4c3",1346353091,48.253352,-95.878486,0
"2019-01-06 12:09:52",2248735346244816,"""fraud_Hahn, Bahringer and McLaughlin""","personal_care",1.67,"Jacob","Weber","29156 Mark Park Apt. 108","Utica","KS",67584,38.6411,-100.138,269,"Product/process development scientist","1962-11-11","e11f8c750a9de77c833e7f24f4b9a338",1325851792,39.551507,-100.316383,0
"2020-02-21 21:14:37",38295635583927,"fraud_Auer LLC","personal_care",10.88,"Candice","Brown","9412 Harris Mews","O Brien","TX",79539,33.3749,-99.8473,178,"Warden/ranger","1983-06-14","1eace88b83ad4ea4da24fb152a10477b",1361481277,34.35641,-99.569393,0
"2020-02-01 15:32:07",2222001896600109,"fraud_Quitzon-Goyette","home",9.73,"Susan","Hernandez","2193 Osborne Run Apt. 789","Moro","IL",62067,38.9318,-89.9618,2401,"""Buyer, industrial""","1972-01-03","ffe0312f60c3f71e967f72af1dd58a84",1359732727,38.984011,-89.865325,0
"2019-09-13 10:53:56",344709867813900,"""fraud_Robel, Cummerata and Prosacco""","gas_transport",76.02,"Joanna","Hudson","2924 Bobby Trafficway","Sebring","FL",33872,27.4703,-81.4872,50835,"Environmental consultant","1986-01-30","6bad20b67f0114ab8403cbb2916030ce",1347533636,27.787049,-80.668478,0
"2019-09-26 08:06:58",2222001896600109,"fraud_Brekke and Sons","gas_transport",70.98,"Susan","Hernandez","2193 Osborne Run Apt. 789","Moro","IL",62067,38.9318,-89.9618,2401,"""Buyer, industrial""","1972-01-03","91a522c9c99f65c77206c863e6f12d7a",1348646818,38.988403,-90.212685,0
"2019-12-25 18:32:33",3543591270174051,"""fraud_Lehner, Reichert and Mills""","misc_pos",5.74,"Margaret","Lam","6911 Nicholas Keys Apt. 237","Armagh","PA",15920,40.4603,-79.0097,922,"Early years teacher","1972-10-04","e7c2dd51bc301f610d72ddf52a401983",1356460353,39.570535,-78.812776,0
"2019-03-02 15:35:01",4939976756738216,"fraud_Beier-Hyatt","shopping_pos",1.03,"Michelle","Johnston","3531 Hamilton Highway","Roma","TX",78584,26.4215,-99.0025,18128,"IT trainer","1990-11-07","bfb30dc0a306fe4db6ad1a0278d98d10",1330702501,25.66248,-99.243246,0
"2020-03-14 09:01:10",3540075240003197,"fraud_Kilback LLC","grocery_pos",58.82,"Christian","Johns","892 Solis Neck","Lonsdale","MN",55046,44.4477,-93.4252,5211,"Chief Strategy Officer","1987-01-27","c912ed4d0baec1ec4b34d183acd051e9",1363251670,43.465498,-93.925027,0
"2020-02-22 23:06:41",378278619832195,"fraud_Osinski Inc","personal_care",25.23,"Mary","Mcintyre","77921 Costa Villages","Eugene","OR",97403,44.0385,-123.0614,191096,"""Scientist, physiological""","1964-04-06","8114bf4945f9bdbb4f33e2fabde154e8",1361574401,44.680552,-122.207521,0
"2019-10-07 00:41:34",4561892980175,"""fraud_Baumbach, Strosin and Nicolas""","shopping_pos",3.63,"Jacqueline","Allen","166 Lisa Fords","Greenwood","IN",46143,39.596,-86.1309,78968,"Financial adviser","1968-02-10","c64f28f671bad8ac99e5927138d71cee",1349570494,38.820422,-85.849966,0
"2020-05-18 02:49:19",3513285035244624,"fraud_Bahringer-Larson","grocery_net",97.51,"Ariana","Campbell","50932 Neal Valley","Daniels","WV",25832,37.7256,-81.1087,3994,"""Biochemist, clinical""","1936-11-05","8a6d49378f02bf8eb1c04ca8d622d63e",1368845359,38.721358,-82.096149,0
"2019-07-06 14:27:22",3577578023716568,"fraud_Gulgowski LLC","home",96.32,"Debbie","Hughes","0182 Owens Burgs Suite 480","Diamond","OH",44412,41.0935,-81.0425,2644,"""Engineer, biomedical""","1983-08-25","85eb6eea7ef98349048cc7f546cf5fd1",1341584842,40.28033,-80.456714,0
"2019-09-27 10:30:43",3549202406645667,"fraud_Padberg-Welch","grocery_pos",113.02,"Larry","Williams","6274 David Oval Suite 725","Scarborough","ME",4074,43.5835,-70.3457,18760,"Make","1933-04-02","6df1ed55c2188d315c47c1be2bd67de4",1348741843,44.070081,-70.603794,0
"2019-05-22 23:14:31",377026671291680,"fraud_Thompson-Gleason","health_fitness",5,"Jackie","Davis","1898 Parker Fork Apt. 057","Redford","MO",63665,37.3272,-91.0243,241,"Investment analyst","1974-10-27","5864f94b1bffdc086319997274303134",1337728471,38.147716,-91.740993,0
"2019-08-05 08:30:53",4492491748959010,"fraud_Kilback LLC","grocery_pos",105.24,"Jonathan","Byrd","5554 Mack Meadows","Premier","WV",24878,37.3752,-81.6539,337,"Advice worker","1986-10-17","6fe28b89e065563df99e609c21fb3aee",1344155453,36.652017,-82.20074,0
"2019-02-03 23:30:10",4897067971111210000,"""fraud_Schiller, Blanda and Johnson""","home",44.91,"Randy","Wood","542 Howe Mission Apt. 092","Port Richey","FL",34668,28.3011,-82.6927,42619,"Environmental education officer","1975-10-07","675464734bc37087cab87f1eaa94efa3",1328311810,27.566319,-83.307043,0
"2019-05-23 15:05:57",4862293128558,"""fraud_Schroeder, Wolff and Hermiston""","travel",3.69,"Elizabeth","Payne","897 Daugherty Mission","Grassflat","PA",16839,41.0036,-78.1104,489,"Pension scheme manager","1956-09-15","af1551d2c563b5472f9b4baecfa9c6a0",1337785557,40.131892,-77.377669,0
"2019-05-06 16:33:04",4586260469584,"fraud_Upton PLC","entertainment",193.37,"Melody","Thompson","0362 Anderson Wall","Mound City","MO",64470,40.1362,-95.2138,1631,"Architect","1953-01-20","ed62a6e3f91e42699dede42b69560105",1336321984,39.699804,-94.333417,0
"2019-09-25 11:01:06",4951647200979051,"fraud_Heidenreich PLC","grocery_pos",102.3,"Kimberly","Miller","75533 Tamara Valleys","Logan","IL",62856,37.9943,-88.9417,324,"""Scientist, research (physical sciences)""","1976-06-15","1f28893127386438d42a141936dfd848",1348570866,38.045508,-89.878173,0
"2019-09-23 14:26:18",180048185037117,"fraud_Howe PLC","entertainment",106.01,"Mary","Wall","2481 Mills Lock","Plainfield","NJ",7060,40.6152,-74.415,71485,"Leisure centre manager","1974-07-19","9011b5d46f357b257ebe3f578e03c6b5",1348410378,41.040219,-74.051422,0
"2020-03-02 06:33:01",36722699017270,"fraud_Goodwin-Nitzsche","grocery_pos",163.77,"Jessica","Perez","8172 Robertson Parkways Suite 072","Superior","AZ",85173,33.2887,-111.0985,2872,"Petroleum engineer","1987-10-28","3afc705404308fe9d5fefab5e96fff8a",1362205981,32.321693,-111.706126,0
"2020-03-12 12:38:21",4587657402165341700,"fraud_Friesen Ltd","health_fitness",31.73,"Amber","Lewis","6296 John Keys Suite 858","Pembroke Township","IL",60958,41.0646,-87.5917,2135,"""Psychotherapist, child""","2004-05-08","be2543d95b5a8e7b2799a1a6ccf139e5",1363091901,40.681868,-88.03838,0
"2019-01-22 16:09:41",3575789281659026,"""fraud_Romaguera, Wehner and Tromp""","kids_pets",15.8,"Lindsay","Wilson","7618 Gonzales Mission","Centerview","MO",64019,38.7897,-93.8702,2368,"Electronics engineer","1989-07-17","addcb5df3b602f2cef48b5eaafd207fd",1327248581,38.370819,-94.066916,0
"2019-02-26 06:10:33",30234966027947,"fraud_Parisian and Sons","gas_transport",63.43,"Matthew","Lambert","7188 Melissa Crest Apt. 151","New Holstein","WI",53061,43.9446,-88.0911,5196,"Child psychotherapist","1978-01-22","17082963b2eb309df40218022e252c1a",1330236633,44.698766,-88.514639,0
"2019-12-25 03:43:27",4423489490781412,"fraud_Jaskolski-Vandervort","misc_net",8.56,"Christopher","Ortega","5045 Emily Wall","Princeton","IA",52768,41.6858,-90.3706,1426,"Agricultural consultant","1957-03-06","d0577fa0231f85733157c9a559f7a860",1356407007,41.514659,-89.714434,0
"2019-12-19 05:55:33",4839043708100390,"fraud_Erdman-Kertzmann","gas_transport",65.09,"Meredith","Campbell","043 Hanson Turnpike","Hedrick","IA",52563,41.1826,-92.3097,1583,"Geochemist","1999-06-28","1e767de80c8702ab46c5ac5f2137685e",1355896533,41.237607,-91.445172,0
"2019-10-16 21:37:15",2703186189652095,"""fraud_Hermiston, Russel and Price""","food_dining",42.14,"Jennifer","Banks","561 Perry Cove","Moravian Falls","NC",28654,36.0788,-81.1781,3495,"""Psychologist, counselling""","1988-03-09","1eb7f281dc3b0287d05f8eaa4a7597dc",1350423435,36.110799,-82.157563,0
"2020-03-30 17:34:38",377026671291680,"fraud_Klein Group","entertainment",3.65,"Jackie","Davis","1898 Parker Fork Apt. 057","Redford","MO",63665,37.3272,-91.0243,241,"Investment analyst","1974-10-27","ee23f8ae68432e3e2cb184fa50ff3cf1",1364664878,37.340239,-90.646923,0
"2019-03-24 07:44:52",676118385837,"fraud_Reynolds-Schinner","misc_pos",9.25,"Katelyn","Wise","674 Maureen Summit Apt. 276","Scotts Mills","OR",97375,44.9897,-122.6187,1252,"""Engineer, petroleum""","1937-02-06","8ce23a56361247386c7d45a380588074",1332575092,44.761901,-121.99804,0
"2019-01-19 14:29:55",38057513087029,"fraud_Kulas Group","health_fitness",15.96,"Marissa","Clark","2677 Byrd Village Suite 035","San Jose","CA",95148,37.3304,-121.7913,973849,"Geoscientist","1997-01-18","eb3a8776d322f3cbdb0a4b5b8551c2ac",1326983395,36.671081,-122.485669,0
"2020-05-04 11:46:40",2657850734909997,"fraud_Jacobi and Sons","shopping_pos",9.32,"Alan","Howard","04139 Johnson Prairie Suite 401","Detroit","MI",48206,42.3749,-83.1087,673342,"Trading standards officer","1946-11-01","cef9a0f470a7b2624e90adc2e09dc810",1367668000,42.721331,-82.684965,0
"2019-05-02 09:57:02",3583635130604947,"fraud_Smitham-Schiller","grocery_net",37.11,"Crystal","Gamble","899 Michele View Suite 960","Philadelphia","PA",19149,40.0369,-75.0664,1526206,"Structural engineer","1985-01-01","fcaee8087e82a68a05cd70142d839c67",1335952622,39.424521,-75.615338,0
"2019-04-09 14:29:28",4908846471916297,"fraud_Berge-Hills","kids_pets",30.19,"Lauren","Torres","03030 White Lakes","Grandview","TX",76050,32.2779,-97.2351,5875,"""Radiographer, therapeutic""","1992-07-24","c41ff62adae4b2ec1b33d50d7f1a0680",1333981768,32.877479,-97.17955,0
"2020-05-01 17:51:52",180072527505094,"fraud_Ziemann-Waters","health_fitness",3.63,"Cody","Miller","25748 John Wells","Mooresville","NC",28117,35.584,-80.8685,69793,"Control and instrumentation engineer","1953-12-08","a06e239be14221ea17df1c3b382c4a6b",1367430712,36.523045,-81.203619,0
"2019-08-12 13:06:12",38295635583927,"""fraud_Lesch, D'Amore and Brown""","food_dining",152.52,"Candice","Brown","9412 Harris Mews","O Brien","TX",79539,33.3749,-99.8473,178,"Warden/ranger","1983-06-14","cd5692f99afdc619822e4f2490015b46",1344776772,32.902813,-100.353607,0
"2019-10-07 14:14:45",30376238035123,"fraud_Waters-Cruickshank","health_fitness",100.68,"Cynthia","Davis","7177 Steven Forges","Sixes","OR",97476,42.825,-124.4409,217,"Retail merchandiser","1928-10-01","5fc8eaf4062578eb3cd5e05cad8065dd",1349619285,42.871329,-124.039278,0
"2019-07-05 01:30:08",60490596305,"""fraud_Monahan, Bogisich and Ledner""","misc_pos",2.93,"Karen","Johnson","4349 Anna Flat Suite 214","Haynes","AR",72341,34.8838,-90.7666,222,"""Programmer, applications""","1963-05-19","739783104a5a329b5ce3a318bba5eaaf",1341451808,35.018099,-91.330986,0
"2020-04-03 06:22:01",213113028819344,"fraud_Doyle Ltd","grocery_pos",73.54,"Melanie","Jimenez","77944 Daniels Valley Suite 921","Camden","NY",13316,43.3392,-75.7543,6460,"Building control surveyor","1959-09-27","908f8995d5a8c92ff6cf2921fac2a417",1364970121,43.522129,-75.020895,0
"2019-08-14 20:28:32",6592861994408652,"fraud_Tillman LLC","travel",4.26,"Ashley","Whitehead","58188 Madison Meadow Apt. 949","Cowlesville","NY",14037,42.8112,-78.4481,1166,"Colour technologist","1983-06-12","ce99e345ad077ca88fa7759a57a0b675",1344976112,42.171594,-77.574726,0
"2019-02-02 19:44:41",4319584480204989000,"fraud_Schimmel-Olson","kids_pets",10.73,"Kathleen","Nash","010 Salazar Walk","Cromona","KY",41810,37.1788,-82.695,502,"Chief Financial Officer","1960-02-01","9bd6ec0cf793e6b0c49e6918e669aec5",1328211881,37.55297,-83.072012,0
"2019-10-27 20:11:18",4908846471916297,"fraud_Kessler Inc","travel",8.48,"Lauren","Torres","03030 White Lakes","Grandview","TX",76050,32.2779,-97.2351,5875,"""Radiographer, therapeutic""","1992-07-24","1adc2275cacea50f038ec91929a94719",1351368678,32.082434,-96.523201,0
"2019-05-30 09:25:49",4512828414983802000,"""fraud_Moore, Dibbert and Koepp""","misc_net",31.54,"Monica","Cohen","864 Reynolds Plains","Uledi","PA",15484,39.8936,-79.7856,328,"Tree surgeon","1983-07-25","60c72264bccd50d41cd1b80e42a11c91",1338369949,39.762052,-79.660224,0
"2019-12-20 12:13:50",3585740823295298,"fraud_Howe Ltd","misc_pos",2.96,"James","Greene","082 Hernandez Bypass Apt. 886","Quanah","TX",79252,34.2956,-99.7494,3202,"""Librarian, public""","1998-03-18","f3576b3d922f8811b010ee7f5cd697a4",1356005630,34.596572,-99.406899,0
"2020-01-02 06:26:36",3560318482131952,"fraud_Berge LLC","gas_transport",78.97,"William","Skinner","524 Wu Spurs Suite 894","Mount Hope","AL",35651,34.4793,-87.4769,1312,"""Librarian, academic""","1955-02-01","218f025dd4212aca6343ebba2d035812",1357107996,34.880664,-86.666369,0
"2020-01-06 10:18:47",30175986190993,"""fraud_Reilly, Heaney and Cole""","gas_transport",59.47,"Rebecca","Butler","0665 Lisa Alley","Winger","MN",56592,47.5375,-95.9941,516,"Applications developer","1966-06-07","57bcfa2ebe1812b2c104d920a9213712",1357467527,47.960547,-96.000191,0
"2019-12-19 18:37:16",567868110212,"fraud_Thiel-Thiel","entertainment",69.87,"Dawn","Tucker","789 Herring Manors","Houston","TX",77007,29.7736,-95.4034,2906700,"""Copywriter, advertising""","1984-12-16","3c924661806eabdde925fc67c100bb31",1355942236,29.031024,-95.656946,0
